filename,width,height,class,xmin,ymin,xmax,ymax
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,286,420,355,498
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,195,408,272,475
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,109,390,168,461
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,23,374,89,444
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,29,466,84,536
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,110,485,169,552
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,202,501,262,573
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,299,524,346,596
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,380,526,441,602
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,474,543,529,610
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,560,552,612,614
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,22,561,86,623
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,108,578,169,634
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,194,591,257,640
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,291,606,345,640
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,376,618,428,640
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,474,623,518,640
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,561,628,602,640
DJI_1590_JPG.rf.ee79ab98822eaad2b1d0de00ca586965.jpg,640,640,arbre,305,0,360,16
DJI_2370_JPG.rf.eedd1ba09a477adaa1baca9a2e75c1a8.jpg,640,640,arbre,0,521,18,567
DJI_2370_JPG.rf.eedd1ba09a477adaa1baca9a2e75c1a8.jpg,640,640,arbre,45,547,94,600
DJI_2370_JPG.rf.eedd1ba09a477adaa1baca9a2e75c1a8.jpg,640,640,arbre,122,561,177,619
DJI_2370_JPG.rf.eedd1ba09a477adaa1baca9a2e75c1a8.jpg,640,640,arbre,220,593,256,630
DJI_2370_JPG.rf.eedd1ba09a477adaa1baca9a2e75c1a8.jpg,640,640,arbre,290,597,368,640
DJI_2370_JPG.rf.eedd1ba09a477adaa1baca9a2e75c1a8.jpg,640,640,arbre,402,601,449,640
DJI_2370_JPG.rf.eedd1ba09a477adaa1baca9a2e75c1a8.jpg,640,640,arbre,485,622,531,640
DJI_2370_JPG.rf.eedd1ba09a477adaa1baca9a2e75c1a8.jpg,640,640,arbre,570,614,605,640
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,575,11,626,75
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,590,87,637,155
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,507,78,560,150
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,489,0,553,63
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,403,0,464,53
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,413,88,466,154
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,419,168,486,243
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,506,169,573,236
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,520,263,578,337
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,437,269,481,329
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,337,165,387,221
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,325,0,377,56
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,230,0,290,53
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,138,0,205,63
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,66,0,115,56
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,58,65,118,155
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,0,0,43,61
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,0,159,38,241
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,66,171,118,243
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,142,159,211,231
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,144,71,196,132
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,231,64,298,142
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,232,163,305,239
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,238,255,302,331
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,146,251,213,328
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,63,249,123,334
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,0,245,38,323
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,0,341,50,424
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,0,429,49,511
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,0,520,62,590
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,0,602,64,640
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,80,526,145,604
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,75,442,135,518
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,70,340,133,435
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,158,339,222,428
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,158,447,227,523
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,174,541,228,612
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,252,552,319,622
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,252,450,323,533
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,249,353,307,429
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,340,362,405,427
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,345,451,398,525
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,342,553,408,615
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,336,255,393,339
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,434,370,495,424
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,441,447,503,521
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,441,536,501,610
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,528,537,591,614
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,528,461,588,523
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,608,366,640,430
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,605,461,640,524
DJI_3350_JPG.rf.eed6bc3483c9cf263ae8ada9a7bb555d.jpg,640,640,arbre,606,548,640,606
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,261,0,317,32
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,350,0,418,46
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,441,0,497,48
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,521,12,572,78
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,353,63,414,129
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,440,82,501,141
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,534,85,584,160
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,610,23,640,85
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,162,144,230,210
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,167,244,234,308
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,163,338,225,406
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,262,242,319,309
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,259,344,325,416
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,356,346,415,422
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,446,366,513,434
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,542,372,597,447
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,545,283,600,343
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,446,273,507,338
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,356,159,426,232
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,447,171,505,232
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,535,174,596,249
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,615,113,640,170
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,624,195,640,249
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,620,291,640,341
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,629,371,640,439
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,545,472,593,532
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,536,555,590,630
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,442,533,514,612
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,358,541,422,615
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,271,529,319,597
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,175,514,234,581
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,175,418,230,490
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,270,443,314,512
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,361,440,413,514
DJI_2380_JPG.rf.ee9adc6ce842f47eba7b5759fa23baa0.jpg,640,640,arbre,453,453,509,511
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,271,111,329,176
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,358,117,421,179
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,450,127,511,207
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,543,147,596,215
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,538,243,605,323
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,267,218,321,280
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,357,219,416,297
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,357,312,422,380
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,259,307,329,383
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,262,403,328,478
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,357,417,425,491
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,454,328,514,391
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,460,227,512,307
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,546,335,601,405
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,542,433,599,507
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,454,416,511,503
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,452,520,506,588
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,360,507,433,589
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,270,594,330,640
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,360,611,417,639
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,540,2,577,38
DJI_2480_JPG.rf.efe3b3c183533b5ed04ddc5c03f9a49a.jpg,640,640,arbre,619,18,639,53
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,58,559,128,634
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,0,555,34,604
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,0,475,31,531
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,0,380,27,437
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,43,285,98,357
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,40,197,94,260
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,37,112,95,179
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,39,24,90,93
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,119,8,182,89
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,142,116,167,142
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,121,195,180,259
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,124,270,186,364
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,134,382,204,457
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,229,380,290,457
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,221,283,279,364
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,211,185,277,260
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,226,113,252,133
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,202,0,268,77
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,301,7,350,81
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,298,94,359,172
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,309,197,366,264
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,327,304,364,354
DJI_2530_JPG.rf.ef087f2bd88ffc59014d86a7ac27860b.jpg,640,640,arbre,321,478,382,554
